name
Bikkuriman 2000: Viva! Pocket Festival!
Bionic Commando: Elite Forces
Bishi Bachi Special 3
Bishi Bashi Special
Black/Matrix +
Blade
Blade
Blade Arts: Tasogare no Miyako R'lyeh
Blair Witch Volume 1: Rustin Parr
Blair Witch Volume 2: The Legend of Coffin Rock
Blair Witch Volume 3: The Elly Kedward Tale
Blaster Master: Enemy Below
Blobby Volley
Bloody Roar 3
Blue Submarine No. 6: Antarctica
Blue Submarine No. 6: Time And Tide
Blue's Art Time Activities
Blues Brothers 2000
Blue's Clues: Blue's Art Time Activities
Blue's Reading Time Activities
BOFH: Servers Under Siege
Boku no Natsuyasumi
Bomberman Land
Boong-Ga Boong-Ga
Botafogo
Bouken Jidai Katsugeki: Goemon
Brave Blade
Breakout
Breath of Fire IV
Bridge Builder
Brigandine: Grand Edition
Brother 2: Back to America
Browning African Safari Deluxe
Brunswick Pro Pool 3D II
Brutish Mine
Buckmasters Deer Hunting
Buffers Evolution
Buffy the Vampire Slayer
Bugs Bunny & Taz: Time Busters
Bugs Bunny in Crazy Castle 4
Builder's Block
Buřtík
Business Tycoon
Bust-A-Move Millennium
Buzz Lightyear of Star Command
Bygg Flygplan med Mulle Meck
Cabela's Big Game Hunter 4
Cabela's Grand Slam Hunting: North American 29
Caesars Palace 2000: Millennium Gold Edition
Call to Power II
Cannon Fodder
Cannon Spike
Capcom vs. SNK: Millennium Fight 2000
Cap'n Crunch's Crunchling Adventure
Card Captor Sakura: Sakura to Fushigi na Clow Card
Cardcaptor Sakura: Clow Card Magic
Cardcaptor Sakura: Tomoeda Shougakkou Daiundoukai
Cardcaptor Sakura: Tomoyo's Video War
Carl Lewis Athletics
Carl Lewis Athletics 2000
Carmageddon 64
Carmageddon TDR 2000
Carrier
Carton-Kun
Casino by eGames
Casper
Casper: Friends Around the World
Castle Slots
Catch! Kimochi Sensation
Catechumen
Catz
Chain of Command
Championship Bass
Championship Manager: Season 00/01
Championship Surfer
Chaos Break
Chase H.Q.: Secret Police
Chicken Run
Chicken Run
Cho Aniki: Otoko no Tamafuda
Cho-Nazo-Oh
Choose Your Own Nightmare: The Curse of the Mummy
Choro Q 64 2: Hacha-mecha Grand Prix Race
Chou-Denki Card Battle: Youfu Makai - Kikuchi Shuugyou
Chris Kamara's Street Soccer
Chromium B.S.U.
Chronicle of Ekan
Cleopatra: Queen of the Nile
Close Combat 5: Invasion: Normandy - Utah Beach to Cherbourg
Clusterball
Code Blue
Code name Hell Squad
Colin McRae Rally 2.0
Colony Wars: Red Sun
Color by Number
Colorful Logic
Combat Mission: Beyond Overlord
Come on Baby!
Command & Conquer: Red Alert 2
Cookiator
Cool Boarders 2001
Cool Boarders Pocket
Cool Boarders: Code Alien
Cool Bricks
Cool Cool Jam
Cool Cool Toon
CosmoWarrior Zero
Counter-Strike
Covert Ops : Nuclear Dawn
Crash Bash
Crayon Shin-Chan for Nuon
Crazy Valet
Cricket 2000
Crime Cities
Crimson Skies
Croc
Crusaders Of Might And Magic
Custom Robo V2
Cyber Troopers Virtual-On: Oratorio Tangram - M.S.B.S. Ver. 5.66
Dacman
Daikatana
Daikatana
Daiku no Gen-san: Kachikachi no Tonkachi ga Kachi
Dance Dance Revolution 3rdMIX PLUS
Dance Dance Revolution 3rdMIX VER.KOREA
Dance Dance Revolution 3rdMIX VER.KOREA2
Dance Dance Revolution 4thMIX
Dance Dance Revolution 4thMIX PLUS
Dance Dance Revolution Best Hits
Dance Dance Revolution CLUB VERSION Dreamcast Edition
Dance Dance Revolution Disney Mix
Dance Dance Revolution GB
Dance Dance Revolution GB 2
Dance Dance Revolution Solo 4thMIX
Dance Dance Revolution Solo 4thMIX PLUS
Dance Dance Revolution USA
Dance Dance Revolution: Disney Dancing Museum
Dance Station Stepper
Dancing Stage EuroMIX
DANCINGCATs
Danger Girl
Daria's Inferno
Dark Cloud
Dark Eyes: Millennium 2000
Dark Reign 2
Dave Mirra Freestyle BMX
David O'Leary's Total Soccer 2000
Dead or Alive 2 Millennium
Dead or Alive 2: Hardcore
Dead or Alive 2: Limited Edition
Deep Fighter
Deer Avenger 3D
Deer Hunter
Deer Hunter 3 Gold
Deer Hunter 4: World-Class Record Bucks
Deer Hunting USA
Deja Vu I & II: The Casebooks of Ace Harding
Dejiko no Mahjong Party
Delta Force: Land Warrior
Delta Warp
Deluxe Ski Jump 2
Demise - Rise of the Ku'tan
Demolition Racer: No Exit
Demon Front
Demon Hunter Mai
Densetsu no Ogre Battle Gaiden: Zenobia no Ouji
Densha de GO!
Densha de GO! 2 3000
Densha de GO! 3 Tsuukinhen
Densha de GO! 3 Tsuukinhen: Daiyakaisei
Densha de GO! Nagoya Railroad
Densha de GO! Ryojou-hen
Der Klomanager
Des Blood 3
Desperabis
deSpiria
Destruction Derby Raw
Detective Barbie: The Mystery Cruise
Detective Conan: Karakuri Jiin Satsujin Jiken
Detective Conan: Kiganshima Hihou Densetsu
Detective Conan: Kigantou Hihou Densetsu
Detective Conan: Nishi no Meitantei Saidai no Kiki!?
Deus Ex
Deus Ex: Game of the Year Edition
Deus Ex: Special Limited Edition
Devilman
Dexter's Laboratory: Robot Rampage
Diablo II
Diaspora
Die drei ??? - Das Geheimnis des Magiers
Die drei ??? 2 - Bomben in Rocky Beach
Die Hard Trilogy 2: Viva Las Vegas
Die Original Moorhuhn Jagd
Diet GoGo
Digimon Adventure 02: Tag Tamers
Digimon Adventure: Anode Tamer
Digimon Adventure: Cathode Tamer
Digimon Davis and Veemon
Digimon Kari and Gatomon
Digimon T.K. and Patamon
Digimon World 2
Digital Partner
Dilberito
Dimahoo
Dino Breeder 4
Dino Crisis 2
Dino Genesis
Dirt Jockey: Heavy Equipment Operator
Dirt Track Racing: Australia
Disney Activity Center: Disney/Pixar Toy Story 2
Disney's 102 Dalmatians: Puppies to the Rescue
Disney's Aladdin
Disney's Aladdin in Nasira's Revenge
Disney's Buzz Lightyear 2nd Grade
Disney's Dinosaur
Disney's Dinosaur
Disney's Dinosaur Activity Center
Disney's Donald Duck: Goin' Quackers
Disney's Magic Artist 3D
Disney's Magic Artist Studio
Disney's Mickey Mouse Toddler
Disney's The Lion King: Simba's Mighty Adventure
Disney's The Little Mermaid II: Pinball Frenzy
Docchi Mecha!
Dog of Bay
Dogs of War
Dogz 2: Your Virtual Petz
Dokapon?! Millennium Quest
Doki-doki Densetsu: Mahoujin Guru-guru
Doki-doki Pretty League Lovely Star
Dokodemo Hamster
Dokodemo Hamster 2
Donald Duck: Goin' Quackers
Donald Duck: Goin' Quackers
Donald Duck: Goin' Quackers
Donkey Kong Country
Donkey Kong GB: Dinky Kong & Dixie Kong
Doraemon 3: Nobita no Machi SOS!
Doraemon no Quiz Boy
Dotsubo-chan
Draconus: Cult of the Wyrm
Dracula 2: The Last Sanctuary
Dracula: Resurrection
Dracula: The Last Sanctuary
Dragon Blaze
Dragon Tales: Dragon Seek
Dragon Warrior III
Dragon Warrior VII
Driver
Driver 2: Back on the Streets
Driving Emotion Type-S
D's Garage21 Kōbo Game: Tane o maku tori
Duck Dodgers Starring Daffy Duck
Duke Nukem: Land of the Babes
Dukes of Hazzard: Racing for Home
Dune - Keep The Secret
Dungeon Savior
Dunkle Schatten 3 - Tod in der Südkurve
Dynamite Slugger
Dynasty Warriors 2
EA Classics: Syndicate Wars & Dark Omen
Eagle One: Harrier Attack
Earth 2150
Earth 2150: The Moon Project
Ecco the Dolphin: Defender of the Future
ECW Anarchy Rulz
ECW Hardcore Revolution
ECW Hardcore Revolution
Egypt 2: The Heliopolis Prophecy
Eikan wa Kimi Ni 4
Élan Plus
Elasto Mania
Elder Gate
Eldorado Gate Volume 1
Eldorado Gate Volume 2
Elevator Action EX
End of the World
Enemy Engaged
Enemy Engaged: Comanche vs Hokum
Enemy Engaged: RAH-66 Comanche vs. Ka-52 Hokum
Escape from Monkey Island
ESPN International Track & Field
ESPN MLS GameNight
ESPN NBA 2Night
ESPN Winter X Games Snowboarding
Eternal Ring
Europa Universalis
Europa Universalis: Crown of the North
EVE ZERO
Evergrace
Evil Dead: Hail to the King
Evil Islands
Evil Islands: Curse of the Lost Soul
Evolution 2: Far Off Promise
Evolution: Eternal Dungeons
Evolva
Excitebike 64
Extreme Go-Kart Racing
Extreme Sports with the Berenstain Bears
EZ2Dancer
F/A-18E Super Hornet
F1 2000
F1 Championship Season 2000
F1 Manager
F1 Racing Championship
F-18 Thunder Strike
Fail-Safe
Falcon Bartender
Family Game Pack
FantaVision
Farland Odyssey II: Kun ni Okuru Serenade
Fast Food Tycoon
Fatal Fury First Contact (Best Collection)
Fear Effect
Fever Sankyo Koushiki Pachinko Simulation for WonderSwan
Field & Stream - Trophy Hunting 4
FIFA 2001: Major League Soccer
Fighter Destiny 2
Fighting Fury
Fighting Mania: Fist of the North Star
Final Fantasy
Final Fantasy IX
Final Lap 2000
Fire Pro Wrestling for WonderSwan
Fish Life
Fishing Freaks: BassRise for WonderSwan
Fix and Foxi: Episode 1 - Lupo
Flash Koibito-Kun
Fleabag vs. Mutt
Flying Heroes
Formula One 2000
Formula One 2000
Freddi Fish's One Stop Fun Shop
Freedom: First Resistance
Freefall 3050 A.D.
Freestyle Motocross: McGrath vs. Pastrana
Frogger
Frogger 2
Frogger 2: Swampy's Revenge
From TV Animation One Piece: Mezase Kaizoku-ou!
Funny Bubble
Fur Fighters
Fushigi no Dungeon: Fuurai no Shiren 2 - Oni Shuurai! Shiren Jou!
Fussball Live
Fussball Manager Bundesliga 2001
Fútbol Club Barcelona
G1 Jockey 2
G1 Jockey 2000
Gaia Master
Gakuen Hyouryuu Senki Dai 2 Wa
Galaga: Destination Earth
Galatea
Gals Fighters
Gals Panic S2
Gambling Apocalypse Kaiji
Ganbare Goemon: Hoshizorashi Dynamites Arawaru!!
Ganbare Neo Poke-Kun
Gauntlet Dark Legacy
Gekido
Gekitotsu Toma L'Arc: Tomarunner Vs L'Arc En Ciel
Genesis
Genesys
Genso Suikogaiden Volume 1: Swordsman of Harmonia
Gensō Suikogaiden: Swordsman of Harmonia
Gensou no Artemis: Actress School Mystery Adventure
Get!! Colonies
Gex 3: Deep Pocket Gecko
Ghoul Panic
Giant Gram 2000: All Japan Pro Wrestling 3
Giants: Citizen Kabuto
Gift
Gift
Globetrotter
Globox 2001
Glocal Hexcite
Go Go Golf
Gobs of Games
Gochachiru
Godzilla The Series: Monster Wars
Gold and Glory: The Road to El Dorado
Gold and Glory: The Road to El Dorado
Gold Digger: The Lost Mines
Goldie
Golem no Maigo
Golgo-13 2 - Kiseki no Dandou
Gomokunarabe & Reversi: Touryuumon
Gradius III and IV
Gran Duel: Shinki Dungeon no Hihou
Grand Prix 3
Grand Theft Auto 2
Grandia II
Grandia: Parallel Trippers
Grind Session
Gromada
Ground Control
Ground Control Anthology
Grudge warriors
G-Saviour
Guilty Gear X
Gundam Side Story 0079: Rise From the Ashes
GunDress
Gungho Brigade
Gungriffon Blaze
Gunman Chronicles
Gunparade March
Gunpey EX
Gunship!
Guts'n
Habbo
Hanafuda Shiyouyo
Hanagumi Taisen Columns 2
Handkerchief
Happy Salvage
Happyland Adventures
Harukanaru Toki no Naka de
Harvest Moon 3 GBC
Harvest Moon for Girl
Hataraku Chocobo
HBO Boxing
Head Panic
Heavy Metal: F.A.K.K.²
Heisa Byouin
Heist
Hellboy: Dogs of the Night
Hello Kitty no Waku-waku Quiz
Hengband
Hercules: The Legendary Journeys
Heroes Chronicles: All Chapters
Heroes Chronicles: Clash of the Dragons
Heroes Chronicles: Conquest of the Underworld
Heroes Chronicles: Masters of the Elements
Heroes Chronicles: The Fiery Moon
Heroes Chronicles: The World Tree
Heroes Chronicles: Warlords of the Wasteland
Heroes of Might and Magic
Heroes of Might and Magic II: The Succession Wars
Heroes of Might and Magic III: Complete
Hexamoon Guardians
Hidden & Dangerous: Devil's Bridge
High Impact Paintball
Hiryuu no Ken Retsuden GB
Hitman Collection
Hitman Collection
Hitman: Codename 47
Hogs of War
Hokuto no Ken: Seikimatsu Kyuuseishu Densetsu
Holiday Racer
Homeworld: Emergence
Hot Wheels Micro Racers
Hot Wheels Stunt Track Driver 2: GET 'N DIRTY
Hoyle Card Games
Hoyle Casino
Hoyle Casino
Hoyle Kids Games
Hresvelgr
Hugo 2
Hugo: The Quest for the Sunstones
Hunter X Hunter: Ishi o Tsugomono
Hyper Force
I.Q Remix+: Intelligent Qube
Icewind Dale
Ide Yosuke no Mahjong Juku
Ide Yosuke no Mahjong Kyoushitsu GB
Identikit
Ikachan
Ikuze! Onsen Takkyuu!!
Imperium Galactica II: Alliances
In Cold Blood
In the Line of Duty - Firefighter
Indy Racing 2000
Infestation
Infinity
Infinity Cure
Inspector Gadget: Operation Madkactus
International Rally
International Superstar Soccer 2000
International Superstar Soccer 2000
International Track & Field 2000
International Track & Field: Summer Games
Internet Backgammon
Internet Checkers
Internet Spades
Interpol
Invasion - The Abductors
Invasion Deutschland
Invictus: In The Shadow of Olympus
Iron Soldier 3
ISS Pro Evolution 2
ISS: International Superstar Soccer
Itoi Shigesato no Bass Tsuri No. 1: Definitive Edition!
J.League Jikkyou Winning Eleven 2000
J.League Jikkyou Winning Eleven 2000 2nd
Jackie Chan: Stuntmaster
Jagged Alliance 2: Unfinished Business
James Bond 007: The World Is Not Enough
James Bond 007: The World Is Not Enough
Jane's F/A-18
Japan Pro Golf Tour 64
Jarrett and Labonte Stock Car Racing
Jazz Jackrabbit 2: The Christmas Chronicles
Jellyfish: The Healing Friend
Jeopardy! 2nd Edition
Jeremy McGrath Supercross 2000
Jet de GO! Let's Go By Airliner
Jet Grind Radio
Jetfighter IV: Fortress America
Jikkyō Powerful Pro Yakyū 2000
Jikkyou Powerful Pro Yakyuu 2000
Jikkyou World Soccer 2000: Final Edition
Jim Henson's The Muppets
Journalist
Jumping Bean Jamboree
K-1 Grand Prix
Kabobber
Kaged
Kakuge Yarou: Fighting Game Creator
Kakure Tsuki
Kakurenbo Battle: Monster Tactics
Kamen Rider V3
Kao the Kangaroo
Karate Fighter
Keitai Denjuu Telefang: Power
Keitai Denjuu Telefang: Speed
Kengo: Master of Bushido
Kero Kero King
Kessen
Keyboardmania
Khamrai
Kid Pix Deluxe 3
Kidou Keisatsu Patlabor: Game Edition
Kids Station: Asobou! Hanasou! Guru-guru Town Hanamaru-kun
Kids Station: Bokura to Asobou! Ultraman TV
Kids Station: Hello Kitty no Oshaberi Town
Kids Station: Kikansha Thomas to Nakama-tachi
Kikansha Thomas: Sodor-tou no Nakama-tachi
Kikou Seiki Unitron
King of Fighters: Battle de Paradise
King of the Hill
Kingsborn
Kinniku Banzuke Vol.3: Saikyou No Challenger TanJou
Kirby 64: The Crystal Shards
Kirby Tilt 'n' Tumble
Kisha de GO!
Kiss Yori... Seaside Serenade
Kiss: Psycho Circus: The Nightmare Child
Knights of Valour 2
Knockout Kings 2001
KnuckleFighter-Alpha
Koi Koi Mahjong
Kokohore! Pukka: Dig-a-Dig Pukka
Konami GB Collection Vol. 2
Konami GB Collection Vol. 3
Konung 1 + 2
KRTL: Jay Und Die Spielzeugdiebe
Kung Fu Chess
Kurt Warner's Arena Football Unleashed
Kyojin no Doshin Kaihou Sensen Chibikko Chikko Daishuugou
L.O.L.: Lack of Love
Lagnacure Legend
Langrisser Millennium WS: The Last Century
Laser Arena
Last Call!
Last Half of Darkness
Lasy Podpoduszańskie
Lattice 200EC7
LEGO Alpha Team
LEGO Creator: Knights' Kingdom
LEGO Rock Raiders
LEGO Stunt Rally
Legoland
Lemmings Revolution
Liberogrande International
Lightslayer
Lil' Monster
Li'l Pac-Man
Links 2001
Lode Runner for WonderSwan
Lode Runner: The Dig Fight
Looney Tunes Collector: Alert!
Looney Tunes Collector: Martian Revenge!
Looney Tunes Racing
Looney Tunes: Space Race
Lord of the Jungle
Love Hina 2: Kotoba wa Konayuki no You ni
Love Hina 〜Ai wa Kotoba no Naka ni〜
Love Hina Pocket
Love Hina: Totsuzen no Engeji Happening
Lucky Luke: Desperado Train
M&M's: The Lost Formulas
Macross 7: Ginga no Heart o Furuwa Sero!!
Macross Plus Game Edition
Macross: True Love Song
Madden NFL 2001
Madden NFL 2001
MagForce Racing
Magical Chase
Magical Dice Kids
Magical Drop
Magical Drop 3
Magical Truck Adventure
Mahjong Taikai III
Majesty: The Fantasy Kingdom Sim
Mario Artist: Communication Kit
Mario Artist: Polygon Studio
Mario Artist: Talent Studio
Mario Party 3
Mario Tennis
Mario Tennis
Marionette Company 2 Chu!
Mars Matrix
Martian Gothic: Unification
Marvel vs. Capcom 2: New Age of Heroes
Mary-Kate & Ashley: Get a Clue!
Mary-Kate & Ashley: Magical Mystery Mall
Mary-Kate & Ashley: Pocket Planner
Matchbox Caterpillar Construction Zone
Max and the Haunted Castle
Max Steel: Covert Missions
Max Steel: Covert Missions
Maximum Pool
Maya the Bee: Garden Adventures
Mayday: Conflict Earth
MDK2
MechWarrior 4: Vengeance
Medal of Honor: Underground
Medarot 3 Kabuto Version
Medarot 3 Kuwagata Version
Medarot 3 Parts Collection: Z Kara no Chousenjou
Medarot Card Robottle Kabuto/Kuwagata
Medarot R Parts Collection
MediEvil 2
Mega Man Legends 2
Mega Man X5
Mega Man Xtreme
Mega Pinball
Memories Off Pure
Men in Black 2: The Series
Menkyo wo Torou
Mercurius Pretty: End of the Century
Merlin Racing
Messiah
Meta Communication Therapy: Nee Kiite!
Metal Fatigue
Metal Gear
Metal Gear Solid
Metal Slader Glory: Director's Cut
Metal Slug 1st Mission (Best Collection)
Metal Slug 2nd Mission
Metal Slug 3
Metamorphoses
Metropolis Street Racer
Mezase! Kanji Ou
Mia Hamm Soccer 64
Mia Hamm Soccer Shootout
Michael Owen's WLS 2000
Michelin Rally Masters: Race of Champions
Mickey's Speedway USA
Micro Machines 1 and 2: Twin Turbo
Micro Maniacs
Micro Maniacs Racing
Microsoft Casino
Microsoft Combat Flight Simulator 2: WWII Pacific Theater
Microsoft Golf 2001 Edition
Microsoft Puzzle Collection Entertainment Pack
Midnight Club: Street Racing
Midtown Madness 2
Midway's Greatest Arcade Hits: Volume 1
Might and Magic VIII: Day of the Destroyer
Mighty! Pang
Mike Tyson Boxing
Mille Miglia
Millennium Winter Sports
Mini Car Racing
Missing on Lost Island
Mission: Impossible
Mizuki Shigeru no Youkai Shashinkan
MLB 2001
Mobil 1 Rally Championship
Mobile Suit Gundam Gihren's Greed: Blood of Zeon
Moero!! Pro Yakyuu Rookies
MoHo
Monet - The Mystery of the Orangery
Monster Bass
Monster Rancher Battle Card: Episode II
Monster Rancher Explorer
Monster Rancher Hop-A-Bout
Moorhuhn 2: Die Jagd Geht Weiter
Morita Shogi for WonderSwan
Mort The Chicken
Mortal Kombat: Special Forces
Moses Prince of Egypt
Moto Racer World Tour
Motocross Madness 2
Motocross Mania
MotoGP
MotoGP
Ms. Pac-Man Maze Madness
Ms. Pac-Man/Galaga: Class of 1981
MTV Sports: Pure Ride
MTV Sports: Skateboarding Featuring Andy Macdonald
Muddy Water
Muppet Monster Adventure
Muppet RaceMania
My Angel
My First Rayman
My Friend Koo
Mysteriet på Greveholm 3: Den gamla legenden
Mysterious Song
Nakayoshi Pet Series 2: Kawaii Usagi
Namco Museum
Nanatsu no Hikan: Senritsu no Bishou
Nancy Drew: Message in a Haunted Mansion
Napple Tale: Arsia in Daydream
Narcissu: Moshimo Ashita ga Runara
NASCAR 2000
NASCAR 2001
NASCAR Arcade
NASCAR Challenge
NASCAR Racers
NASCAR Rumble
NBA 2K1
NBA 3 on 3 Featuring Kobe Bryant
NBA Live 2001
NBA ShootOut 2000
NBA ShootOut 2001
NBA Show Time: NBA on NBC
NCAA Final Four 2001
NCAA Football 2000
NCAA Football 2001
Necronomicon: The Gateway to Beyond
Need for Speed: Porsche Unleashed
Nemuru Mayu
Neo ATLAS 3
Neo Baccarat
Neo Twenty One
Netto de Tennis
Netto Golf
Never 7: The End of Infinity
New Bremen
New Empire of Angels
NFL 2K1
NFL Blitz 2000 Gold Edition
NFL Blitz 2001
NFL Blitz 2001
NFL GameDay 2001
NFL QB Club 2001
NGen Racing
NHL 2001
NHL 2K
NHL Blades of Steel 2000
NHL Blades of Steel 2000
NHL FaceOff 2001
NHL Rock the Rink
Nice Cats
Nicktoons Racing
Nige-ron-pa
Nightmare Creatures II
Nightmare in the dark
Nightmist Online
Ningyo no Rakuin
Nintama Rantarou 64 Game Gallery
Nintendo Mini Classics: Tetris
No Limits Downhill Skiing
No Limits Hydro Extreme
No Limits Skateboarding
Noddy and the Birthday Party
Norman's Escape
Nox
Nuclear Strike 64
Nushi Tsuri 64: Shiokaze ni Notte
Nushi Tsuri Adventure: Kite no Bouken
O-chan no Oekaki Logic
Oddworld Adventures 2
Odyssey: The Search for Ulysses
Ogami Ichiro Funtouki: Sakura Taisen Kayou Show - Benitokage Yori
OH NO!
O'Leary Manager 2000
Omiai Commando: Bakappuru ni Tsukkomi wo
Opsys
Option Tuning Car Battle Spec-R
Orbiter 2016
Orge Battle Gaiden
Orisinal: Morning Sunshine
Orphen: Scion of Sorcery
Oz no Mahoutsukai - Another World - RungRung
På ekspedition i Bibelen
PachiSlot Aruze Kingdom - Porcano 2
PachiSlot Aruze Kingdom - Ward of Lights
Pachi-Slot Aruze Ōkoku 4
Pachi-Slot Aruze Ōkoku Pocket: Azteca
Pachi-Slot Aruze Oukoku Pocket: Azteca
Pachi-Slot Aruze Oukoku Pocket: Del Sol 2
Pachi-Slot Aruze Oukoku Pocket: Porcano 2
Pachi-Slot Aruze Oukoku Pocket: Ward of Lights
Pacific Warriors Air Combat
PACit
Pac-Man: Adventures in Time
Pajama Sam 3: You Are What You Eat From Your Head To Your Feet
Pajama Sam's One Stop Fun Shop
Palette
Panty Raider - From Here to Immaturity
Paper Mario
Paperboy
Papyrus
Papyrus : Le Secret de la Cité Perdue
ParaParaParadise
Paris-Marseille Racing
Patrician III: Rise of the Hanse
PC Fútbol Selección Española Europa 2000
Pencil Whipped
Penguin Brothers
Pentaro Odyssey 2: The Island
Pepsi Max Extreme Sports
Perfect Dark
Perfect Dark
Persona 2: Eternal Punishment
PGA Championship Golf 2000
PGA European Tour
Phantasy Star Online
Phantom of Inferno
Phix: The Adventure
Pia Carrot e Youkoso!! 2.2
PickUp Express
Picross NP Vol. 6
Picross NP Vol. 7
Picross NP Vol. 8
Picture Puzzle
Pinball
Pinball Power
Pinball!
Pinchcliffe Grand Prix
Piposh 2
Pixeline - for fulde sejl
Planet Harriers
Planet Ring
Planetarion
Player Manager 2000
Pocket Billiard Funk: The 9 Ball
Pocket Digimon World
Pocket Monster
Pocket Pro Wrestling: Perfect Wrestler
Pocket Reversi
Pocket Sakura
POD SpeedZone
Point Blank 3
Pokémon Adventure
Pokémon Electronic Battle Arena
Pokémon Play It!
Pokémon Play It! Version 2
Pokémon Puzzle League
Pokémon Stadium 2
PokéROM: Blissey
PokéROM: Mew
PokéROM: Pikachu
PokéROM: Psyduck
PokéROM: Sunflora
Polaris SnoCross
Polda 3
Pompei - The legend of Vesuvius
Pool Master
pop'n music 5
Pop'n Music GB
Pop'n Music GB: Animation Melody
Pop'N Music: Disney Tunes
PoPoLoCrois Monogatari II
Power Pro-Kun Pocket 2
Power Rangers: Lightspeed Rescue
Power Spike: Pro Beach Volleyball
Power Stone 2
Powerpuff Girls: Bad Mojo Jojo
Powerpuff Girls: Paint the Townsville Green
Pressure Gauge
Prince of Persia: Arabian Nights
Pro Pinball: Fantastic Journey
Pro Pool
Pro Yakyuu Team de Asobou Net!
Project I.G.I.: I'm Going In
Project Justice
Project Overdrive
Psyvariar: Medium Unit
Pumuckls Abenteuer im Geisterschloss
Putt Putt's One Stop Fun Shop
Putt-Putt Joins The Circus
Puyo Pop
Puyo Puyo~n - Car-kun to Issho
Puzzle Master
Q-Ball: Billiards Master
Qix Adventure
Quest RPG: Brian's Journey
Quest: Brian's Journey
Quiz Aa! Megami-sama: Tatakau Tsubasa to Tomoni
Racin' Ratz
Railroad Tycoon II: Gold Edition
Rainbow Cotton
